batter,bowler,balls_faced,runs_scored,dismissals,innings_faced,strike_rate
Ayush Badoni,Simarjeet Singh,2,4,0,1,200
Ayush Badoni,Siraj,18,21,0,4,116.6666667
Ayush Badoni,Southee,6,3,0,1,50
Ayush Badoni,Spencer Johnson,2,5,0,1,250
Ayush Badoni,Starc,2,0,0,1,0
Ayush Badoni,Stoinis,7,4,0,2,57.14285714
Ayush Badoni,Suyash Sharma,1,1,0,1,100
Ayush Badoni,T Natarajan,18,38,0,2,211.1111111
Ayush Badoni,Thakur,3,10,0,1,333.3333333
Ayush Badoni,Theekshana,18,35,0,2,194.4444444
Ayush Badoni,Topley,2,0,0,1,0
Ayush Badoni,Tristan Stubbs,3,2,1,1,66.66666667
Ayush Badoni,Tushar Deshpande,19,23,2,2,121.0526316
Ayush Badoni,Unadkat,6,4,0,2,66.66666667
Ayush Badoni,V Viyaskanth,2,5,0,1,250
Ayush Badoni,Vaibhav Arora,2,2,0,1,100
Ayush Badoni,Vignesh Puthur,4,5,0,1,125
Ayush Badoni,Vijaykumar Vyshak,13,38,0,1,292.3076923
Ayush Badoni,Washington Sundar,7,9,0,2,128.5714286
Ayush Badoni,Will Jacks,3,3,0,1,100
Ayush Badoni,Willey,4,6,0,1,150
Ayush Badoni,Yash Dayal,1,0,1,1,0
Ayush Badoni,Zampa,3,2,1,1,66.66666667
Ayush Mhatre,Arshad Khan,6,28,0,1,466.6666667
Ayush Mhatre,Arshdeep Singh,2,2,0,1,100
Ayush Mhatre,Ashwani Kumar,4,17,0,1,425
Ayush Mhatre,Bhuvneshwar,12,38,0,1,316.6666667
Ayush Mhatre,Chahar,8,13,1,1,162.5
Ayush Mhatre,Cummins,5,10,1,1,200
Ayush Mhatre,Harshal Patel,1,1,0,1,100
Ayush Mhatre,Krunal Pandya,11,15,0,1,136.3636364
Ayush Mhatre,Kwena Maphaka,5,10,0,1,200
Ayush Mhatre,Marco Jansen,4,5,1,1,125
Ayush Mhatre,Ngidi,5,4,1,1,80
Ayush Mhatre,Prasidh,4,0,1,1,0
Ayush Mhatre,Santner,3,2,0,1,66.66666667
Ayush Mhatre,Shami,8,10,0,1,125
Ayush Mhatre,Shepherd,5,17,0,1,340
Ayush Mhatre,Siraj,7,6,0,1,85.71428571
Ayush Mhatre,Suyash Sharma,8,12,0,1,150
Ayush Mhatre,Tushar Deshpande,11,21,1,1,190.9090909
Ayush Mhatre,Unadkat,5,9,0,1,180
Ayush Mhatre,Vaibhav Arora,2,0,1,1,0
Ayush Mhatre,Yash Dayal,7,8,0,1,114.2857143
Ayush Mhatre,Yudhvir Singh,4,12,0,1,300
Azmatullah,Akash Madhwal,3,5,0,1,166.6666667
Azmatullah,Axar,1,0,1,1,0
Azmatullah,Bhuvneshwar,1,1,0,1,100
Azmatullah,Chahar,2,2,0,1,100
Azmatullah,Chawla,4,10,0,1,250
Azmatullah,Fazalhaq Farooqi,1,1,0,1,100
Azmatullah,Gerald Coetzee,2,1,1,1,50
Azmatullah,Harpreet Brar,4,7,0,1,175
Azmatullah,Harshal Patel,2,2,1,1,100
Azmatullah,Hazlewood,1,0,1,1,0
Azmatullah,Jadeja,4,3,0,1,75
Azmatullah,Krunal Pandya,2,1,0,1,50
Azmatullah,Kuldeep Yadav,4,2,1,2,50
Azmatullah,Kwena Maphaka,5,15,0,1,300
Azmatullah,Livingstone,3,3,0,1,100
Azmatullah,Naman Dhir,2,5,0,1,250
Azmatullah,Pathirana,1,1,0,1,100
Azmatullah,Prasidh,7,9,0,1,128.5714286
Azmatullah,Rashid Khan,2,6,0,1,300
Azmatullah,Sai Kishore,6,1,1,1,16.66666667
Azmatullah,Sam Curran,1,1,0,1,100
Azmatullah,Shams Mulani,3,1,0,1,33.33333333
Azmatullah,Shepherd,2,5,0,1,250
Azmatullah,Suyash Sharma,5,10,0,1,200
Azmatullah,Tushar Deshpande,3,5,1,1,166.6666667
Azmatullah,Yash Dayal,3,2,1,2,66.66666667
Bairstow,Anukul Roy,9,29,0,1,322.2222222
Bairstow,Arshdeep Singh,7,11,0,1,157.1428571
Bairstow,Ashwin,13,11,0,2,84.61538462
Bairstow,Avesh Khan,11,12,0,3,109.0909091
Bairstow,Axar,3,1,0,1,33.33333333
Bairstow,Azmatullah,12,30,0,2,250
Bairstow,Bhuvneshwar,8,13,0,3,162.5
Bairstow,Boult,23,40,0,3,173.9130435
Bairstow,Bumrah,2,1,0,1,50
Bairstow,Chahal,12,7,2,3,58.33333333
Bairstow,Chakaravarthy,9,25,0,1,277.7777778
Bairstow,Chameera,7,7,1,2,100
Bairstow,Cummins,2,0,1,1,0
Bairstow,Dwayne Bravo,3,6,1,1,200
Bairstow,Fazalhaq Farooqi,4,2,1,1,50
Bairstow,Ferguson,6,9,2,2,150
Bairstow,Hardik Pandya,3,4,0,1,133.3333333
Bairstow,Harshit Rana,10,17,0,1,170
Bairstow,Hasaranga,4,6,0,1,150
Bairstow,Hazlewood,6,20,0,1,333.3333333
Bairstow,J Suchith,2,0,1,1,0
Bairstow,Jadeja,9,16,0,1,177.7777778
Bairstow,Jamieson,8,13,0,1,162.5
Bairstow,Khaleel Ahmed,11,21,1,3,190.9090909
Bairstow,Krunal Pandya,14,19,0,2,135.7142857
Bairstow,Kuldeep Sen,10,15,0,2,150
Bairstow,Lalit Yadav,2,0,0,1,0
Bairstow,M Siddharth,1,1,0,1,100
Bairstow,Maharaj,4,3,1,1,75
Bairstow,Marco Jansen,7,11,0,1,157.1428571
Bairstow,Maxwell,6,10,0,1,166.6666667
Bairstow,Mayank Yadav,6,5,1,1,83.33333333
Bairstow,Mitchell Marsh,1,1,0,1,100
Bairstow,Moeen Ali,3,10,0,1,333.3333333
Bairstow,Mohsin Khan,7,9,0,2,128.5714286
Bairstow,Murugan Ashwin,5,4,0,1,80
Bairstow,Mustafizur,6,10,0,2,166.6666667
Bairstow,Narine,8,10,0,1,125
Bairstow,Naveen-ul-Haq,5,11,0,1,220
Bairstow,Noor Ahmad,1,0,1,1,0
Bairstow,Nortje,7,15,1,1,214.2857143
Bairstow,Prasidh,15,38,0,2,253.3333333
Bairstow,Ramandeep Singh,1,1,0,1,100
Bairstow,Rashid Khan,5,3,0,2,60
Bairstow,Ravi Bishnoi,15,19,0,2,126.6666667
Bairstow,Richard Gleeson,7,5,0,1,71.42857143
Bairstow,Russell,8,20,0,1,250
Bairstow,Sai Kishore,2,2,1,1,100
Bairstow,Sandeep Sharma,9,3,0,1,33.33333333
Bairstow,Santner,3,1,0,1,33.33333333
Bairstow,Shahbaz Ahmed,3,1,1,1,33.33333333
Bairstow,Shami,9,5,1,2,55.55555556
Bairstow,Shivam Dube,1,0,1,1,0
Bairstow,Siraj,26,52,1,4,200
Bairstow,Stoinis,2,0,0,1,0
Bairstow,Thakur,6,13,0,1,216.6666667
Bairstow,Tushar Deshpande,3,6,1,1,200
Bairstow,Tymal Mills,4,6,0,1,150
Bairstow,Umesh Yadav,2,2,0,1,100
Bairstow,Unadkat,2,1,1,1,50
Bairstow,Vijaykumar Vyshak,3,2,1,1,66.66666667
Bairstow,Washington Sundar,5,9,0,1,180
Bairstow,Yash Dayal,8,12,0,2,150
Bartlett,Narine,3,2,0,1,66.66666667
Bartlett,Nortje,4,4,0,1,100
Bartlett,Vaibhav Arora,1,1,1,1,100
Bartlett,Varun Chakaravarthy,7,4,0,1,57.14285714
Behrendorff,Joshua Little,6,3,0,2,50
Behrendorff,Mohit Sharma,3,3,0,2,100
Bhandage,Chahal,2,1,0,1,50
Bhandage,Marco Jansen,2,0,1,1,0
Bhui,Harpreet Brar,2,0,1,1,0
Bhui,Nandre Burger,2,0,1,1,0
Bhui,Rabada,2,1,0,1,50
Bhui,Rahul Chahar,3,2,0,1,66.66666667
Bhuvneshwar,Arjun Tendulkar,1,0,1,1,0
Bhuvneshwar,Arshdeep Singh,5,5,1,3,100
Bhuvneshwar,Ashwin,4,2,0,1,50
Bhuvneshwar,Boult,1,1,0,1,100
Bhuvneshwar,Chahal,7,4,1,2,57.14285714
Bhuvneshwar,Chakaravarthy,4,0,1,2,0
Bhuvneshwar,Coulter-Nile,1,0,0,1,0
Bhuvneshwar,Cummins,1,0,1,1,0
Bhuvneshwar,Eshan Malinga,1,3,0,1,300
Bhuvneshwar,Green,12,11,1,2,91.66666667
Bhuvneshwar,Harpreet Brar,4,4,1,1,100
Bhuvneshwar,Harshal Patel,4,2,1,1,50
Bhuvneshwar,Harshit Rana,2,0,0,1,0
Bhuvneshwar,Hazlewood,5,6,0,1,120
Bhuvneshwar,Holder,4,2,1,2,50
Bhuvneshwar,KM Asif,1,1,0,1,100
Bhuvneshwar,Karn Sharma,5,4,0,1,80
Bhuvneshwar,Kuldeep Yadav,3,5,0,1,166.6666667
Bhuvneshwar,Marco Jansen,4,1,0,1,25
Bhuvneshwar,Mohit Sharma,4,1,1,1,25
Bhuvneshwar,Mustafizur,1,1,0,1,100
Bhuvneshwar,Narine,1,0,0,1,0
Bhuvneshwar,Nathan Ellis,1,1,0,1,100
Bhuvneshwar,Noor Ahmad,8,9,0,1,112.5
Bhuvneshwar,Pathirana,2,0,0,1,0
Bhuvneshwar,Rabada,3,0,0,1,0
Bhuvneshwar,Rahul Tewatia,1,0,0,1,0
Bhuvneshwar,Rashid Khan,5,7,0,1,140
Bhuvneshwar,Riyan Parag,2,2,0,1,100
Bhuvneshwar,Russell,6,5,0,1,83.33333333
Bhuvneshwar,Sam Curran,3,3,1,1,100
Bhuvneshwar,Shami,2,2,0,1,100
Bhuvneshwar,Siraj,2,1,0,1,50
Bhuvneshwar,Southee,1,1,0,1,100
Bhuvneshwar,Tushar Deshpande,2,3,0,1,150
Bhuvneshwar,Vaibhav Arora,3,5,0,1,166.6666667
Bhuvneshwar,Vipraj Nigam,4,1,0,1,25
Bhuvneshwar,Yash Dayal,6,8,0,1,133.3333333
Bhuvneshwar,Yash Thakur,1,2,0,1,200
Billings,Akash Deep,1,1,0,1,100
Billings,Arshdeep Singh,3,1,0,1,33.33333333
Billings,Avesh Khan,6,17,0,1,283.3333333
Billings,Axar,5,13,0,1,260
Billings,Basil Thampi,4,7,0,1,175
Billings,Bhuvneshwar,4,3,1,1,75
Billings,Dwayne Bravo,5,7,1,1,140
Billings,Gowtham,1,1,0,1,100
Billings,Harpreet Brar,4,3,0,1,75
Billings,Harshal Patel,4,0,1,1,0
Billings,Hasaranga,8,10,0,1,125
Billings,Holder,3,1,0,1,33.33333333
Billings,Jadeja,12,13,0,1,108.3333333
Billings,Khaleel Ahmed,3,1,1,1,33.33333333
Billings,Kuldeep Yadav,1,1,0,1,100
Billings,Livingstone,1,1,0,1,100
Billings,Marco Jansen,2,3,0,1,150
Billings,Mohsin Khan,3,1,0,1,33.33333333
Billings,Murugan Ashwin,6,9,1,1,150
Billings,Odean Smith,4,10,0,1,250
Billings,Rabada,4,4,0,1,100
Billings,Rahul Chahar,7,5,0,1,71.42857143
Billings,Ravi Bishnoi,10,15,1,1,150
Billings,Santner,5,5,0,1,100
Billings,Shami,4,4,1,1,100
Billings,Siraj,2,3,0,1,150
Billings,Stoinis,1,1,0,1,100
Billings,T Natarajan,8,10,0,1,125
Billings,Tilak Varma,2,1,0,1,50
Billings,Umran Malik,9,11,0,1,122.2222222
Billings,Washington Sundar,6,7,0,1,116.6666667
Boult,Avesh Khan,3,3,0,1,100
Boult,Cummins,1,0,0,1,0
Boult,Ferguson,3,3,0,1,100
Boult,Harshal Patel,4,4,2,2,100
Boult,Hasaranga,2,1,0,1,50
Boult,Khaleel Ahmed,2,1,1,1,50
Boult,Krunal Pandya,1,1,0,1,100
Boult,Meredith,1,1,0,1,100
Boult,Mohsin Khan,5,13,0,1,260
Boult,Mukesh Kumar,2,1,0,1,50
Boult,Narine,1,0,0,1,0
Boult,Nathan Ellis,6,8,0,1,133.3333333
Boult,Noor Ahmad,7,13,0,1,185.7142857
Boult,Nortje,2,2,0,1,100
Boult,Rahul Chahar,1,1,0,1,100
Boult,Rashid Khan,2,1,0,1,50
Boult,Rasikh Salam,1,1,0,1,100
Boult,Ravi Bishnoi,1,1,0,1,100
Boult,Sai Kishore,4,8,1,1,200
Boult,Sam Curran,1,0,0,1,0
Boult,Shami,3,1,1,2,33.33333333
Boult,Siraj,4,4,0,1,100
Boult,T Natarajan,2,0,0,1,0
Boult,Thakur,1,1,0,1,100
Boult,Tymal Mills,1,1,0,1,100
Breetzke,Krunal Pandya,5,9,0,1,180
Breetzke,N Thushara,7,5,1,1,71.42857143
Brevis,Akash Deep,5,6,0,1,120
Brevis,Akash Madhwal,5,4,1,1,80
Brevis,Arshad Khan,8,8,0,2,100
Brevis,Arshdeep Singh,5,8,0,1,160
Brevis,Avesh Khan,6,12,1,1,200
Brevis,Axar,10,12,0,1,120
Brevis,Azmatullah,12,14,1,2,116.6666667
Brevis,Boult,1,0,1,1,0
Brevis,Chahal,6,11,0,1,183.3333333
Brevis,Chakaravarthy,5,6,1,1,120
Brevis,Chameera,4,14,0,1,350
Brevis,Cummins,5,9,0,2,180
Brevis,Gerald Coetzee,4,12,0,1,300
Brevis,Harpreet Brar,3,1,0,1,33.33333333
Brevis,Harshal Patel,7,7,1,2,100
Brevis,Hasaranga,8,6,1,2,75
Brevis,Kamindu Mendis,10,22,0,1,220
Brevis,Krunal Pandya,5,7,0,1,140
Brevis,Kuldeep Yadav,16,22,0,1,137.5
Brevis,Kwena Maphaka,4,8,0,1,200
Brevis,Livingstone,2,1,0,1,50
Brevis,Marco Jansen,3,6,0,1,200
Brevis,Matt Henry,1,0,0,1,0
Brevis,Mitchell Marsh,2,1,0,1,50
Brevis,Mohit Sharma,8,11,1,1,137.5
Brevis,Mohsin Khan,3,0,1,1,0
Brevis,Mukesh Choudhary,4,1,1,1,25
Brevis,Narine,12,19,0,2,158.3333333
Brevis,Naveen-ul-Haq,6,11,1,1,183.3333333
Brevis,Ngidi,1,0,1,1,0
Brevis,Nortje,3,1,0,1,33.33333333
Brevis,Odean Smith,6,11,1,1,183.3333333
Brevis,Prasidh,6,8,1,1,133.3333333
Brevis,Rabada,2,0,0,1,0
Brevis,Rahul Chahar,5,28,0,1,560
Brevis,Rashid Khan,13,18,0,2,138.4615385
Brevis,Rasikh Salam,4,6,0,1,150
Brevis,Ravi Bishnoi,8,11,0,3,137.5
Brevis,Riyan Parag,4,11,0,1,275
Brevis,Sai Kishore,14,13,0,1,92.85714286
Brevis,Santner,3,3,0,1,100
Brevis,Shahrukh Khan,2,5,0,1,250
Brevis,Shami,4,3,0,1,75
Brevis,Siraj,4,17,0,1,425
Brevis,Spencer Johnson,3,8,0,1,266.6666667
Brevis,Suryansh Shedge,6,5,0,1,83.33333333
Brevis,Thakur,2,1,1,1,50
Brevis,Umesh Yadav,5,8,0,1,160
Brevis,Vaibhav Arora,11,31,0,2,281.8181818
Brevis,Varun Chakaravarthy,9,5,1,1,55.55555556
Brevis,Yudhvir Singh,6,14,0,1,233.3333333
Brevis,Zeeshan Ansari,6,9,0,1,150
Bumrah,Avesh Khan,5,7,0,1,140
Bumrah,Bhuvneshwar,4,0,0,1,0
Bumrah,Chahal,3,1,0,1,33.33333333
Bumrah,Krunal Pandya,3,0,0,2,0
Bumrah,Nandre Burger,1,0,0,1,0
Bumrah,Odean Smith,1,0,1,1,0
Bumrah,Prasidh,1,0,0,1,0
Bumrah,Sandeep Sharma,1,2,0,1,200
Bumrah,Starc,1,1,0,1,100
Bumrah,Umesh Yadav,1,1,0,1,100
Buttler,Abhishek Sharma,8,13,0,2,162.5
Buttler,Akash Deep,12,29,0,1,241.6666667
Buttler,Akash Madhwal,6,2,1,1,33.33333333
Buttler,Akash Maharaj Singh,2,1,1,1,50
Buttler,Akash Singh,5,5,0,2,100
Buttler,Alzarri Joseph,6,14,0,1,233.3333333
Buttler,Anshul Kamboj,3,3,0,1,100
Buttler,Anukul Roy,5,3,0,1,60
Buttler,Arshdeep Singh,7,23,0,2,328.5714286
Buttler,Ashwani Kumar,5,3,1,1,60
Buttler,Avesh Khan,24,36,2,5,150
Buttler,Axar,29,38,1,5,131.0344828
Buttler,Basil Thampi,6,26,0,1,433.3333333
Buttler,Bhuvneshwar,28,28,2,5,100
Buttler,Boult,9,9,0,1,100
Buttler,Bumrah,40,32,1,5,80
Buttler,Chahal,6,4,0,1,66.66666667
Buttler,Chahar,4,9,0,1,225
