venue,player,indian,role,matches,runs,avg,SR,wickets,econ
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Jitesh Sharma,Yes,wicket-keeper,3,49,16.33333333,148,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Jitesh Sharma,Yes,wicket-keeper,2,36,36,150,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Jitesh Sharma,Yes,wicket-keeper,2,32,32,160,NaN,NaN
"Brabourne Stadium, Mumbai",Jitesh Sharma,Yes,wicket-keeper,4,90,22.5,161,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Jitesh Sharma,Yes,wicket-keeper,5,160,40,163,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Jitesh Sharma,Yes,wicket-keeper,4,117,39,192,NaN,NaN
"MA Chidambaram Stadium, Chennai",Jitesh Sharma,Yes,wicket-keeper,2,33,16.5,206,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Jitesh Sharma,Yes,wicket-keeper,2,40,20,222,NaN,NaN
"Wankhede Stadium, Mumbai",Jitesh Sharma,Yes,wicket-keeper,4,122,61,239,NaN,NaN
"MA Chidambaram Stadium, Chennai",Jofra Archer,No,fast_bowler,2,3,NaN,150,0,6.2
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Jofra Archer,No,fast_bowler,1,NaN,NaN,NaN,3,7.5
"Narendra Modi Stadium, Ahmedabad",Jofra Archer,No,fast_bowler,2,4,4,100,1,7.8
"Eden Gardens, Kolkata",Jofra Archer,No,fast_bowler,2,12,NaN,150,1,7.8
"M.Chinnaswamy Stadium, Bengaluru",Jofra Archer,No,fast_bowler,3,0,0,0,1,8.2
"Barsapara Cricket Stadium, Guwahati",Jofra Archer,No,fast_bowler,4,16,8,178,1,8.2
"Arun Jaitley Stadium, Delhi",Jofra Archer,No,fast_bowler,1,NaN,NaN,NaN,2,8.2
"Sawai Mansingh Stadium, Jaipur",Jofra Archer,No,fast_bowler,5,30,30,111,2,10.1
"Wankhede Stadium, Mumbai",Jofra Archer,No,fast_bowler,3,1,NaN,50,2,10.5
"Punjab Cricket Association IS Bindra Stadium, Mohali",Jofra Archer,No,fast_bowler,1,NaN,NaN,NaN,0,15
"Rajiv Gandhi International Stadium, Hyderabad",Jofra Archer,No,fast_bowler,2,1,NaN,100,0,20
"Brabourne Stadium, Mumbai",Jordan,No,fast_bowler,2,5,5,100,2,5.8
"Wankhede Stadium, Mumbai",Jordan,No,fast_bowler,3,NaN,NaN,NaN,2,10.7
"Dr DY Patil Sports Academy, Mumbai",Jordan,No,fast_bowler,3,6,NaN,200,0,10.8
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Jordan,No,fast_bowler,1,NaN,NaN,NaN,0,12.5
"Narendra Modi Stadium, Ahmedabad",Jordan,No,fast_bowler,2,2,2,40,0,14
"Maharashtra Cricket Association Stadium, Pune",Jordan,No,fast_bowler,1,NaN,NaN,NaN,0,15.4
"M.Chinnaswamy Stadium, Bengaluru",Josh Inglis,No,wicket-keeper,1,14,14,82,NaN,NaN
"MA Chidambaram Stadium, Chennai",Josh Inglis,No,wicket-keeper,1,6,NaN,100,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Josh Inglis,No,wicket-keeper,3,35,11.66666667,117,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Josh Inglis,No,wicket-keeper,2,77,38.5,175,NaN,NaN
"Eden Gardens, Kolkata",Josh Inglis,No,wicket-keeper,1,11,NaN,183,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Josh Inglis,No,wicket-keeper,2,105,52.5,194,NaN,NaN
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Josh Inglis,No,wicket-keeper,1,30,30,214,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Joshua Little,No,fast_bowler,1,NaN,NaN,NaN,1,6
"Eden Gardens, Kolkata",Joshua Little,No,fast_bowler,1,NaN,NaN,NaN,2,6.2
"Arun Jaitley Stadium, Delhi",Joshua Little,No,fast_bowler,1,NaN,NaN,NaN,0,6.8
"Punjab Cricket Association IS Bindra Stadium, Mohali",Joshua Little,No,fast_bowler,1,NaN,NaN,NaN,1,8
"Narendra Modi Stadium, Ahmedabad",Joshua Little,No,fast_bowler,6,NaN,NaN,NaN,3,10.4
"M.Chinnaswamy Stadium, Bengaluru",Joshua Little,No,fast_bowler,1,NaN,NaN,NaN,4,11.2
"Brabourne Stadium, Mumbai",K Nagarkoti,Yes,fast_bowler,1,NaN,NaN,NaN,0,14.5
"Eden Gardens, Kolkata",Kamindu Mendis,No,middle_order,2,27,27,135,1,4
"MA Chidambaram Stadium, Chennai",Kamindu Mendis,No,middle_order,2,32,NaN,145,1,8.7
"Narendra Modi Stadium, Ahmedabad",Kamindu Mendis,No,middle_order,2,0,0,0,0,9
"Rajiv Gandhi International Stadium, Hyderabad",Kamindu Mendis,No,middle_order,2,1,1,20,0,12
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kamindu Mendis,No,middle_order,1,33,33,150,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Karan Sharma,Yes,spinner,1,9,9,56,NaN,NaN
"Eden Gardens, Kolkata",Karan Sharma,Yes,middle_order,1,3,3,60,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Karan Sharma,Yes,middle_order,1,4,4,100,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Karim Janat,No,middle_order,1,NaN,NaN,NaN,0,30
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Karn Sharma,Yes,spinner,2,2,2,100,2,5
"Sawai Mansingh Stadium, Jaipur",Karn Sharma,Yes,spinner,2,NaN,NaN,NaN,5,8
"Eden Gardens, Kolkata",Karn Sharma,Yes,spinner,4,21,10.5,210,2,8.6
"Wankhede Stadium, Mumbai",Karn Sharma,Yes,spinner,4,1,NaN,100,1,10
"Rajiv Gandhi International Stadium, Hyderabad",Karn Sharma,Yes,spinner,2,NaN,NaN,NaN,2,10.6
"Arun Jaitley Stadium, Delhi",Karn Sharma,Yes,spinner,2,NaN,NaN,NaN,4,10.7
"Narendra Modi Stadium, Ahmedabad",Karn Sharma,Yes,spinner,3,5,5,125,1,11.4
"MA Chidambaram Stadium, Chennai",Karn Sharma,Yes,spinner,1,NaN,NaN,NaN,1,12
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Karn Sharma,Yes,spinner,1,NaN,NaN,NaN,2,12
"M.Chinnaswamy Stadium, Bengaluru",Karn Sharma,Yes,spinner,6,6,NaN,150,4,12.2
"Sawai Mansingh Stadium, Jaipur",Karthik,Yes,wicket-keeper,1,0,0,0,NaN,NaN
"Brabourne Stadium, Mumbai",Karthik,Yes,wicket-keeper,3,13,4.333333333,76,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Karthik,Yes,wicket-keeper,2,17,8.5,85,NaN,NaN
"Arun Jaitley Stadium, Delhi",Karthik,Yes,wicket-keeper,1,11,11,122,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Karthik,Yes,wicket-keeper,1,7,7,140,NaN,NaN
"Eden Gardens, Kolkata",Karthik,Yes,wicket-keeper,3,71,35.5,145,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Karthik,Yes,wicket-keeper,1,16,NaN,145,NaN,NaN
"MA Chidambaram Stadium, Chennai",Karthik,Yes,wicket-keeper,1,38,NaN,146,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Karthik,Yes,wicket-keeper,3,39,NaN,170,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Karthik,Yes,wicket-keeper,14,237,23.7,180,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Karthik,Yes,wicket-keeper,1,11,11,183,NaN,NaN
"Wankhede Stadium, Mumbai",Karthik,Yes,wicket-keeper,6,225,225,208,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Karthik,Yes,wicket-keeper,4,93,93,216,NaN,NaN
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Karthik,Yes,wicket-keeper,1,18,18,257,NaN,NaN
"Brabourne Stadium, Mumbai",Kartik Tyagi,Yes,fast_bowler,2,7,7,140,0,9.2
"Wankhede Stadium, Mumbai",Kartik Tyagi,Yes,fast_bowler,3,0,0,0,1,12.1
"Narendra Modi Stadium, Ahmedabad",Kartik Tyagi,Yes,fast_bowler,1,NaN,NaN,NaN,0,13
"Rajiv Gandhi International Stadium, Hyderabad",Kartik Tyagi,Yes,fast_bowler,2,NaN,NaN,NaN,1,15.3
"Punjab Cricket Association IS Bindra Stadium, Mohali",Kumar Kartikeya,Yes,spinner,1,NaN,NaN,NaN,0,8.3
"Wankhede Stadium, Mumbai",Kumar Kartikeya,Yes,spinner,6,NaN,NaN,NaN,6,8.3
"Narendra Modi Stadium, Ahmedabad",Kumar Kartikeya,Yes,spinner,3,6,6,86,1,9.2
"Sawai Mansingh Stadium, Jaipur",Kumar Kartikeya,Yes,spinner,3,2,2,50,1,9.4
"Barsapara Cricket Stadium, Guwahati",Kumar Kartikeya,Yes,spinner,2,1,NaN,100,0,10
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Kumar Kartikeya,Yes,spinner,1,NaN,NaN,NaN,1,10.5
"Dr DY Patil Sports Academy, Mumbai",Kumar Kartikeya,Yes,spinner,3,3,3,60,3,7.3
"Brabourne Stadium, Mumbai",Kumar Kartikeya,Yes,spinner,1,NaN,NaN,NaN,0,9.7
"Rajiv Gandhi International Stadium, Hyderabad",Karun Nair,Yes,opener,1,0,0,0,NaN,NaN
"Brabourne Stadium, Mumbai",Karun Nair,Yes,opener,1,3,3,60,NaN,NaN
"Wankhede Stadium, Mumbai",Karun Nair,Yes,opener,1,13,13,100,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Karun Nair,Yes,opener,1,44,44,163,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Karun Nair,Yes,opener,1,15,15,167,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Karun Nair,Yes,opener,1,31,31,172,NaN,NaN
"Arun Jaitley Stadium, Delhi",Karun Nair,Yes,opener,4,108,36,180,NaN,NaN
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kaverappa,Yes,spinner,1,NaN,NaN,NaN,2,9
"Wankhede Stadium, Mumbai",Kedar Jadhav,Yes,middle_order,1,12,NaN,120,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Khaleel Ahmed,Yes,fast_bowler,3,NaN,NaN,NaN,4,5.6
"Sawai Mansingh Stadium, Jaipur",Khaleel Ahmed,Yes,fast_bowler,1,NaN,NaN,NaN,1,6
"Brabourne Stadium, Mumbai",Khaleel Ahmed,Yes,fast_bowler,4,NaN,NaN,NaN,10,6.4
"MA Chidambaram Stadium, Chennai",Khaleel Ahmed,Yes,fast_bowler,8,1,NaN,50,10,8
"Maharashtra Cricket Association Stadium, Pune",Khaleel Ahmed,Yes,fast_bowler,2,0,0,0,2,8.5
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Khaleel Ahmed,Yes,fast_bowler,2,NaN,NaN,NaN,3,8.5
"Eden Gardens, Kolkata",Khaleel Ahmed,Yes,fast_bowler,2,NaN,NaN,NaN,0,8.6
"Dr DY Patil Sports Academy, Mumbai",Khaleel Ahmed,Yes,fast_bowler,3,0,0,0,2,8.9
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Khaleel Ahmed,Yes,fast_bowler,3,NaN,NaN,NaN,5,9.3
"Wankhede Stadium, Mumbai",Khaleel Ahmed,Yes,fast_bowler,5,NaN,NaN,NaN,3,9.9
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Khaleel Ahmed,Yes,fast_bowler,2,NaN,NaN,NaN,4,11.2
"Arun Jaitley Stadium, Delhi",Khaleel Ahmed,Yes,fast_bowler,10,NaN,NaN,NaN,8,11.6
"Barsapara Cricket Stadium, Guwahati",Khaleel Ahmed,Yes,fast_bowler,2,NaN,NaN,NaN,2,11.7
"M.Chinnaswamy Stadium, Bengaluru",Khaleel Ahmed,Yes,fast_bowler,2,NaN,NaN,NaN,2,13.9
"Narendra Modi Stadium, Ahmedabad",Khejroliya,Yes,fast_bowler,1,NaN,NaN,NaN,1,9.7
"Eden Gardens, Kolkata",Khejroliya,Yes,fast_bowler,1,NaN,NaN,NaN,2,14.7
"Arun Jaitley Stadium, Delhi",Khejroliya,Yes,fast_bowler,1,NaN,NaN,NaN,0,15
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Klaasen,No,wicket-keeper,1,9,9,100,NaN,NaN
"MA Chidambaram Stadium, Chennai",Klaasen,No,wicket-keeper,5,110,22,115,NaN,NaN
"Wankhede Stadium, Mumbai",Klaasen,No,wicket-keeper,3,57,19,127,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Klaasen,No,wicket-keeper,4,143,35.75,149,NaN,NaN
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Klaasen,No,wicket-keeper,1,32,32,168,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Klaasen,No,wicket-keeper,2,71,35.5,173,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Klaasen,No,wicket-keeper,15,614,61.4,183,NaN,NaN
"Eden Gardens, Kolkata",Klaasen,No,wicket-keeper,3,112,56,200,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Klaasen,No,wicket-keeper,1,67,67,216,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Klaasen,No,wicket-keeper,1,26,26,217,NaN,NaN
"Arun Jaitley Stadium, Delhi",Klaasen,No,wicket-keeper,3,173,173,234,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",KM Asif,Yes,fast_bowler,1,NaN,NaN,NaN,0,5
"Eden Gardens, Kolkata",KM Asif,Yes,fast_bowler,1,NaN,NaN,NaN,1,9
"Sawai Mansingh Stadium, Jaipur",KM Asif,Yes,fast_bowler,2,0,0,0,2,10.5
"Barsapara Cricket Stadium, Guwahati",KM Asif,Yes,fast_bowler,1,NaN,NaN,NaN,0,13.8
"MA Chidambaram Stadium, Chennai",Kohler-Cadmore,No,opener,1,10,10,62,NaN,NaN
"Barsapara Cricket Stadium, Guwahati",Kohler-Cadmore,No,opener,1,18,18,78,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Kohler-Cadmore,No,opener,1,20,20,133,NaN,NaN
"MA Chidambaram Stadium, Chennai",Kohli,Yes,opener,2,52,26,104,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Kohli,Yes,opener,3,87,29,110,NaN,NaN
"Arun Jaitley Stadium, Delhi",Kohli,Yes,opener,2,106,53,114,NaN,NaN
"Brabourne Stadium, Mumbai",Kohli,Yes,opener,3,78,26,115,NaN,NaN
"Wankhede Stadium, Mumbai",Kohli,Yes,opener,7,161,26.83333333,124,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Kohli,Yes,opener,1,59,59,126,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Kohli,Yes,opener,2,85,85,129,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Kohli,Yes,opener,4,54,18,135,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Kohli,Yes,opener,4,153,51,138,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Kohli,Yes,opener,2,151,75.5,142,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Kohli,Yes,opener,3,193,193,142,NaN,NaN
"Eden Gardens, Kolkata",Kohli,Yes,opener,4,123,41,145,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kohli,Yes,opener,3,128,42.66666667,151,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Kohli,Yes,opener,19,856,53.5,158,NaN,NaN
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kohli,Yes,opener,1,92,92,196,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Krunal Pandya,Yes,spinner,5,37,12.33333333,95,2,4.5
"Rajiv Gandhi International Stadium, Hyderabad",Krunal Pandya,Yes,spinner,2,24,24,114,2,6
"Sawai Mansingh Stadium, Jaipur",Krunal Pandya,Yes,spinner,4,7,NaN,100,1,6.1
"Dr DY Patil Sports Academy, Mumbai",Krunal Pandya,Yes,spinner,6,67,33.5,149,3,6.8
"Narendra Modi Stadium, Ahmedabad",Krunal Pandya,Yes,spinner,4,4,2,67,2,6.9
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Krunal Pandya,Yes,spinner,2,NaN,NaN,NaN,2,7
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Krunal Pandya,Yes,spinner,27,230,28.75,126,12,7.2
"Wankhede Stadium, Mumbai",Krunal Pandya,Yes,spinner,10,65,32.5,151,9,7.6
"Arun Jaitley Stadium, Delhi",Krunal Pandya,Yes,spinner,4,91,91,140,1,8
"Eden Gardens, Kolkata",Krunal Pandya,Yes,spinner,7,16,8,94,5,8.7
"M.Chinnaswamy Stadium, Bengaluru",Krunal Pandya,Yes,spinner,11,24,6,89,3,9.2
"Brabourne Stadium, Mumbai",Krunal Pandya,Yes,spinner,5,26,26,108,0,10
"MA Chidambaram Stadium, Chennai",Krunal Pandya,Yes,spinner,5,9,4.5,75,0,10.7
"Punjab Cricket Association IS Bindra Stadium, Mohali",Krunal Pandya,Yes,spinner,2,5,NaN,250,0,13
"Eden Gardens, Kolkata",KS Rathore,Yes,wicket-keeper,1,0,0,0,NaN,NaN
"MA Chidambaram Stadium, Chennai",Kuldeep Sen,Yes,fast_bowler,1,NaN,NaN,NaN,0,4.5
"Maharashtra Cricket Association Stadium, Pune",Kuldeep Sen,Yes,fast_bowler,1,NaN,NaN,NaN,4,5.7
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Kuldeep Sen,Yes,fast_bowler,1,NaN,NaN,NaN,1,8.8
"Wankhede Stadium, Mumbai",Kuldeep Sen,Yes,fast_bowler,4,NaN,NaN,NaN,2,10.4
"Sawai Mansingh Stadium, Jaipur",Kuldeep Sen,Yes,fast_bowler,1,NaN,NaN,NaN,3,10.5
"Dr DY Patil Sports Academy, Mumbai",Kuldeep Sen,Yes,fast_bowler,4,0,NaN,0,2,10.9
"Eden Gardens, Kolkata",Kuldeep Sen,Yes,fast_bowler,1,NaN,NaN,NaN,2,12.5
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Kuldeep Yadav,Yes,spinner,2,1,NaN,50,2,5.2
"Narendra Modi Stadium, Ahmedabad",Kuldeep Yadav,Yes,spinner,5,4,NaN,200,2,5.2
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kuldeep Yadav,Yes,spinner,3,5,5,100,5,5.4
"Rajiv Gandhi International Stadium, Hyderabad",Kuldeep Yadav,Yes,spinner,2,4,NaN,133,1,5.5
"Brabourne Stadium, Mumbai",Kuldeep Yadav,Yes,spinner,4,NaN,NaN,NaN,10,7.3
"MA Chidambaram Stadium, Chennai",Kuldeep Yadav,Yes,spinner,3,0,NaN,0,2,7.4
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kuldeep Yadav,Yes,spinner,4,6,NaN,60,4,7.5
"Barsapara Cricket Stadium, Guwahati",Kuldeep Yadav,Yes,spinner,2,3,NaN,43,1,7.8
"M.Chinnaswamy Stadium, Bengaluru",Kuldeep Yadav,Yes,spinner,5,13,13,81,5,7.9
"Maharashtra Cricket Association Stadium, Pune",Kuldeep Yadav,Yes,spinner,2,14,NaN,100,1,8
"Eden Gardens, Kolkata",Kuldeep Yadav,Yes,spinner,2,35,NaN,135,0,8.5
"Dr DY Patil Sports Academy, Mumbai",Kuldeep Yadav,Yes,spinner,6,7,7,37,4,8.5
"Arun Jaitley Stadium, Delhi",Kuldeep Yadav,Yes,spinner,25,18,4.5,72,15,8.7
"Wankhede Stadium, Mumbai",Kuldeep Yadav,Yes,spinner,11,34,34,126,7,8.8
"Sawai Mansingh Stadium, Jaipur",Kuldeep Yadav,Yes,spinner,2,NaN,NaN,NaN,3,10
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kuldeep Yadav,Yes,spinner,1,NaN,NaN,NaN,0,14.5
"Sawai Mansingh Stadium, Jaipur",Kuldip Yadav,Yes,fast_bowler,2,NaN,NaN,NaN,2,9.7
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Kusal Mendis,Yes,wicket-keeper,1,20,20,200,NaN,NaN
"Wankhede Stadium, Mumbai",Kushagra,Yes,wicket-keeper,1,0,0,0,NaN,NaN
"Eden Gardens, Kolkata",Kushagra,Yes,wicket-keeper,1,1,1,33,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Kushagra,Yes,wicket-keeper,1,2,2,67,NaN,NaN
"Arun Jaitley Stadium, Delhi",Kwena Maphaka,No,fast_bowler,1,NaN,NaN,NaN,0,10.5
"Wankhede Stadium, Mumbai",Kwena Maphaka,No,fast_bowler,1,NaN,NaN,NaN,1,11.5
"Sawai Mansingh Stadium, Jaipur",Kwena Maphaka,No,fast_bowler,2,8,NaN,400,1,12
"Rajiv Gandhi International Stadium, Hyderabad",Kwena Maphaka,No,fast_bowler,1,NaN,NaN,NaN,0,16.8
"Dr DY Patil Sports Academy, Mumbai",Lalit Yadav,Yes,spinner,3,24,24,114,1,5.8
"Brabourne Stadium, Mumbai",Lalit Yadav,Yes,spinner,5,49,49,117,3,6.8
"M.Chinnaswamy Stadium, Bengaluru",Lalit Yadav,Yes,spinner,2,4,4,57,1,7.5
"Wankhede Stadium, Mumbai",Lalit Yadav,Yes,spinner,9,66,13.2,102,0,11.6
"MA Chidambaram Stadium, Chennai",Lalit Yadav,Yes,spinner,2,12,12,240,1,11.7
"Arun Jaitley Stadium, Delhi",Lalit Yadav,Yes,spinner,7,19,6.333333333,61,0,12.1
"Maharashtra Cricket Association Stadium, Pune",Lalit Yadav,Yes,spinner,1,25,NaN,114,NaN,NaN
"Barsapara Cricket Stadium, Guwahati",Lalit Yadav,Yes,spinner,1,38,38,158,NaN,NaN
"Dr DY Patil Sports Academy, Mumbai",Lewis,No,opener,2,6,3,33,NaN,NaN
"Eden Gardens, Kolkata",Lewis,No,opener,1,2,NaN,33,NaN,NaN
"Wankhede Stadium, Mumbai",Lewis,No,opener,1,10,10,111,NaN,NaN
"Brabourne Stadium, Mumbai",Lewis,No,opener,1,55,NaN,239,NaN,NaN
"Arun Jaitley Stadium, Delhi",Litton Das,No,wicket-keeper,1,4,4,100,NaN,NaN
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Livingstone,No,middle_order,7,66,33,143,3,6.4
"Dr DY Patil Sports Academy, Mumbai",Livingstone,No,middle_order,8,112,37.33333333,193,4,7.9
"Sawai Mansingh Stadium, Jaipur",Livingstone,No,middle_order,1,NaN,NaN,NaN,0,8
"MA Chidambaram Stadium, Chennai",Livingstone,No,middle_order,4,50,25,152,2,8.8
"Brabourne Stadium, Mumbai",Livingstone,No,middle_order,6,196,49,188,2,9.2
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Livingstone,No,middle_order,3,9,4.5,60,0,9.3
"Wankhede Stadium, Mumbai",Livingstone,No,middle_order,11,119,23.8,163,1,9.3
"Eden Gardens, Kolkata",Livingstone,No,middle_order,4,30,30,214,0,10.2
"Maharashtra Cricket Association Stadium, Pune",Livingstone,No,middle_order,4,20,10,105,0,11.3
"M.Chinnaswamy Stadium, Bengaluru",Livingstone,No,middle_order,6,78,19.5,122,0,13
"Punjab Cricket Association IS Bindra Stadium, Mohali",Livingstone,No,middle_order,5,107,53.5,178,1,14
"Arun Jaitley Stadium, Delhi",Livingstone,No,middle_order,1,4,4,80,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Livingstone,No,middle_order,2,28,28,156,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Livingstone,No,middle_order,1,25,25,167,NaN,NaN
"M.Chinnaswamy Stadium, Bengaluru",Livingstone 1 run,No,middle_order,1,1,NaN,100,NaN,NaN
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lomror,Yes,middle_order,2,3,3,75,0,4
"Wankhede Stadium, Mumbai",Lomror,Yes,middle_order,4,1,0.5,25,0,9
"Arun Jaitley Stadium, Delhi",Lomror,Yes,middle_order,2,54,NaN,186,0,13
"M.Chinnaswamy Stadium, Bengaluru",Lomror,Yes,middle_order,11,151,18.875,166,0,17
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Lomror,Yes,middle_order,1,0,0,0,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",Lomror,Yes,middle_order,1,1,1,50,NaN,NaN
"Punjab Cricket Association IS Bindra Stadium, Mohali",Lomror,Yes,middle_order,1,7,NaN,78,NaN,NaN
"Narendra Modi Stadium, Ahmedabad",Lomror,Yes,middle_order,2,40,20,148,NaN,NaN
"Eden Gardens, Kolkata",Lomror,Yes,middle_order,2,18,9,150,NaN,NaN
"Maharashtra Cricket Association Stadium, Pune",Lomror,Yes,middle_order,1,42,42,156,NaN,NaN
"Rajiv Gandhi International Stadium, Hyderabad",Lomror,Yes,middle_order,1,7,7,175,NaN,NaN
"Brabourne Stadium, Mumbai",Lomror,Yes,middle_order,2,22,11,200,NaN,NaN
"Sawai Mansingh Stadium, Jaipur",M Bracewell,No,spinner,2,9,NaN,100,2,5.3
"Rajiv Gandhi International Stadium, Hyderabad",M Bracewell,No,spinner,2,4,NaN,100,2,6.5
"M.Chinnaswamy Stadium, Bengaluru",M Bracewell,No,spinner,3,26,26,162,1,10.7
"Eden Gardens, Kolkata",M Bracewell,No,spinner,2,19,19,106,1,11.3
"M.Chinnaswamy Stadium, Bengaluru",M Siddharth,Yes,spinner,1,NaN,NaN,NaN,1,7
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",M Siddharth,Yes,spinner,3,NaN,NaN,NaN,0,8.9
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",M Siddharth,Yes,spinner,1,NaN,NaN,NaN,2,9.8
"Himachal Pradesh Cricket Association Stadium, Dharamsala",Madhav Tiwari,Yes,fast_bowler,1,NaN,NaN,NaN,0,14
"Wankhede Stadium, Mumbai",Madhav Tiwari,Yes,fast_bowler,1,3,3,75,NaN,NaN
"MA Chidambaram Stadium, Chennai",Magala,No,fast_bowler,1,NaN,NaN,NaN,0,7
"Wankhede Stadium, Mumbai",Magala,No,fast_bowler,1,NaN,NaN,NaN,1,9.5
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",Maharaj,Yes,spinner,2,1,1,50,2,5.8
"Sawai Mansingh Stadium, Jaipur",Maharaj,Yes,spinner,1,NaN,NaN,NaN,0,8
"M.Chinnaswamy Stadium, Bengaluru",Manav Suthar,Yes,spinner,2,1,1,50,0,13
"Brabourne Stadium, Mumbai",Mandeep,Yes,middle_order,2,0,0,0,NaN,NaN
